name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0.0,0.04,0.0,0.0,0.04,,,,,,
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,35.0,8.0,5.8,78.0,CI Games,M
Shantae and the Pirate's Curse,3DS,2015,Platform,Rising Star Games,0.01,0.0,0.03,0.0,0.04,82.0,18.0,8.5,86.0,WayForward,E10+
Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,20.0,8.1,46.0,Koei Tecmo Games,T
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.01,0.03,0.0,0.0,0.04,,,4.3,16.0,PlatinumGames,T
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0.0,0.0,0.01,0.04,,,8.4,29.0,Telltale Games,M
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,6.3,4.0,Dimps Corporation,T
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04,,,,,,
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,81.0,6.0,8.9,26.0,Starbreeze,T
NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04,,,,,,
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,,
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,70.0,33.0,6.9,28.0,"Examu, Marvelous Inc.",T
Amagami,PSV,2014,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0.0,0.02,0.01,0.04,,,,,,
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,4.0,5.8,10.0,Ubisoft Osaka,E
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45.0,7.0,5.6,37.0,"Prope, Kadokawa",E10+
Bullet Girls 2,PSV,2016,Action,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,,
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04,,,,,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,4.0,6.8,12.0,Wicked Witch Software,E
Romance of the Three Kingdoms 13,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Stellaris,PC,2016,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04,78.0,57.0,8,569.0,Paradox Development Studio,
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.02,0.02,0.0,0.0,0.04,,,tbd,,Infinity Ward,M
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,72.0,26.0,8.3,19.0,5pb,T
Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0.0,0.03,0.0,0.01,0.04,,,tbd,,"Torus Games, Little Orbit",E
Terraria,XOne,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,5.0,7.7,29.0,Engine Software,T
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04,,,,,,
 Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0.0,0.0,0.04,0.0,0.04,,,8.3,10.0,Arc System Works,T
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,,
Dead Rising,PS4,2016,Action,Capcom,0.02,0.0,0.01,0.01,0.04,78.0,6.0,6.6,30.0,Capcom,M
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,,
The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,,,7.6,26.0,Maxis,T
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.02,0.0,0.01,0.04,,,,,,
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,,,,,,
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,Experience Inc.,0.0,0.0,0.04,0.0,0.04,,,,,,
SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.03,0.0,0.0,0.0,0.04,,,tbd,,Activision,E
Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,,,,,,
Berserk and the Band of the Hawk,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Omega Force,
Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,Konami Digital Entertainment,0.01,0.02,0.01,0.0,0.04,,,7.8,11.0,Kojima Productions,M
Gal Gun: Double Peace,PSV,2015,Action,PQube,0.0,0.02,0.01,0.01,0.04,,,8.1,10.0,"Alchemist, Inti Creates",M
Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,,,,,,
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,8.0,7.1,31.0,TT Games,E10+
Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,,
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Train Simulator 2016,PC,2015,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04,,,4,8.0,Dovetail Games,E
Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,,
Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,,,,,,
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.0,0.04,,,1.6,10.0,Dusenberry Martin Racing,E
Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58.0,16.0,7.7,498.0,Mercury Steam,M
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,13.0,7.9,16.0,Tri-Ace,T
Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0.03,0.0,0.0,0.01,0.04,,,,,,
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.4,83.0,"Climax Group, Climax Studios",T
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,14.0,8.1,25.0,Bandai Namco Games,T
Winning Post 8 ,PSV,2014,Racing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Super Hero Generation,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Nobunaga's Ambition II,3DS,2015,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,
Transport Fever,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04,70.0,11.0,7,28.0,Urban Games,
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,54.0,48.0,3.5,284.0,Deep Silver Dambuster Studios,M
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,
Just Dance 2017,XOne,2016,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,75.0,5.0,8,6.0,Ubisoft Paris,E10+
Just Dance 2017,X360,2016,Misc,Ubisoft,0.02,0.02,0.0,0.0,0.04,,,tbd,,Ubisoft Paris,E10+
Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,71.0,24.0,8,30.0,Experience Inc.,T
Pro Evolution Soccer 2017,X360,2016,Sports,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.04,,,6.5,17.0,Konami,E
Warhammer: The End Times - Vermintide,PS4,2016,Action,Games Workshop,0.01,0.02,0.0,0.01,0.04,,,,,,
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0.0,0.0,0.04,0.0,0.04,,,,,,
Macross ? Scramble,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
My Hero Academia: Battle for All,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,,,,,,
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,64.0,6.0,4.8,5.0,Cyanide,
PriPara Mezameyo! Megami no Dress Design,3DS,2016,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,,,,
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,73.0,70.0,7.5,580.0,Sucker Punch,T
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,9.0,5.1,22.0,Cyanide,E
Diabolik Lovers: Dark Fate,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
Need for Speed (2015),PC,2016,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,,,,
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,77.0,15.0,6.9,15.0,Gearbox Software,M
Paddington: Adventures in London,3DS,2015,Puzzle,Koch Media,0.0,0.03,0.0,0.0,0.03,,,tbd,,Ravenscourt,
Langrisser: Re:Incarnation Tensei,3DS,2015,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03,,,,,,
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03,,,tbd,,Playrix Entertainment,
Penguins of Madagascar,WiiU,2014,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,,,5.2,6.0,Little Orbit,E
Detective Conan: Phantom Rhapsody,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,61.0,35.0,7.4,44.0,CyberConnect2,T
Ukiyo no Shishi,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Medabots 9: Metabee / Rokusho,3DS,2015,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,
Might & Magic X: Legacy,PC,2014,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,,
YoKai Watch Dance: Just Dance Special Version,WiiU,2015,Misc,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,,
Just Dance 2017,PS4,2016,Misc,Ubisoft,0.02,0.0,0.0,0.01,0.03,73.0,12.0,tbd,,Ubisoft Paris,E10+
Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,0.03,0.0,0.0,0.01,0.03,,,tbd,,Voxler,T
Dragon's Dogma Online,PS3,2015,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,
Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Toushin Toshi,3DS,2014,Role-Playing,imageepoch Inc.,0.0,0.0,0.03,0.0,0.03,,,,,,
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,
Rugby 15,PSV,2015,Sports,Bigben Interactive,0.0,0.03,0.0,0.01,0.03,,,tbd,,HB Studios Multimedia,E
F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,,,,,,
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,83.0,55.0,6.1,684.0,"Eidos Montreal, Nixxes Software",M
3DS Classic Collection,3DS,2016,Misc,Sega,0.03,0.0,0.0,0.0,0.03,,,,,,
Game of Thrones (Telltale),XOne,2015,Adventure,Telltale Games,0.03,0.0,0.0,0.0,0.03,,,,,,
Batman: A Telltale Game Series,X360,2016,Adventure,Telltale Games,0.01,0.02,0.0,0.0,0.03,,,,,,
Barbie and Her Sisters Puppy Rescue,3DS,2015,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,,tbd,,"Torus Games, Little Orbit",E
Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,Media Vision,
Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03,73.0,12.0,6.3,15.0,Insomniac Games,E
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.03,0.0,0.03,,,,,,
Airship Q,PSV,2015,Platform,Cygames,0.0,0.0,0.03,0.0,0.03,,,,,,
A Good Librarian Like a Good Shepherd: Library Party,PSV,2015,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03,,,,,,
DiRT Rally,PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,86.0,33.0,8.7,288.0,Codemasters,E
Trials Fusion,PC,2014,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,80.0,12.0,6.8,97.0,RedLynx,E10+
Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0.0,0.01,0.03,80.0,18.0,8,19.0,"Introversion, Double Eleven",M
Hakuoki Zuisouroku Omokage Hana,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Gust,T
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,8,5.0,HB Studios Multimedia,E
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0.0,0.0,0.01,0.03,,,5.9,8.0,Cauldron Ltd.,T
Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.03,,,,,,
Hyperdimension Neptunia Re;Birth 2,PSV,2014,Action,Idea Factory International,0.02,0.01,0.0,0.01,0.03,,,,,,
Alia's Carnival! Sacrament,PSV,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,,,,,,
Bad Apple Wars,PSV,2015,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,Otomate,
Renai Revenge,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,,
WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0.0,0.02,0.0,0.01,0.03,,,,,,
Infinite Stratos 2: Ignition Hearts,PSV,2014,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,
Super Heroine Chronicle,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,74.0,9.0,7.6,56.0,PlatinumGames,T
MotoGP 15,XOne,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,65.0,9.0,,,Milestone S.r.l,
The Golf Club,XOne,2014,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,15.0,5.4,59.0,HB Studios Multimedia,E
Ebikore Photo Kano Kiss ,PSV,2015,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,
The Voice,PS3,2014,Action,Activision,0.02,0.0,0.0,0.01,0.03,,,tbd,,Activision,
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,
Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,23.0,7.6,19.0,Team 17,E10+
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Great Edo Blacksmith,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,
Power Rangers Super Megaforce ,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,43.0,7.0,tbd,,Bandai Namco Games,E10+
Rugby 15,X360,2015,Sports,Bigben Interactive,0.0,0.03,0.0,0.0,0.03,,,,,HB Studios Multimedia,E
Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,tbd,,Virtual Toys,
Terraria,WiiU,2016,Action,505 Games,0.0,0.03,0.0,0.0,0.03,,,6.9,7.0,"Engine Software, Re-Logic",T
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,,
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,74.0,5.0,8.1,7.0,Milestone S.r.l,E
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,
Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03,,,,,,
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0.01,0.01,0.01,0.0,0.03,,,,,,
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,7.4,5.0,Koei Tecmo Games,T
OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,,,,,,
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,,,tbd,,"Vicious Cycle, Little Orbit",E10+
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73.0,36.0,6.9,583.0,"City Interactive, Deck 13",M
New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,
HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,,,4.3,7.0,Telltale Games,M
Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,,tbd,,"Torus Games, Little Orbit",E
Handball 16,PS3,2015,Sports,Bigben Interactive,0.0,0.02,0.0,0.0,0.03,,,tbd,,EKO Software,E
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,Omega Force,
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,,
Parfait,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,,
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0.0,0.0,0.03,48.0,9.0,4.6,78.0,Inti Creates,E10+
The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03,,,,,,
Kenka Bancho Otome,PSV,2016,Action,Screenlife,0.0,0.0,0.03,0.0,0.03,,,,,,
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.01,0.03,73.0,16.0,8.4,12.0,Compile Heart,T
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.03,88.0,31.0,8.4,124.0,Croteam,E10+
Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,
Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68.0,8.0,4.8,30.0,Milestone S.r.l,E
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,
Bus Simulator 16,PC,2016,Simulation,Astragon,0.0,0.03,0.0,0.0,0.03,46.0,8.0,6.1,18.0,Still Alive Studios,
Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0.0,0.0,0.0,0.03,,,7.3,4.0,Cauldron Ltd.,T
Loading Human,PS4,2016,Adventure,FuRyu Corporation,0.01,0.01,0.0,0.0,0.03,,,,,,
Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,,,,,
Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,58.0,4.0,3.5,4.0,Nordic Games Publishing,E
Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,
Kisuato,PSV,2015,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,,,,
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,,,,,,
Dream Girl Premier,3DS,2015,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,
Dead Rising 2,PS4,2016,Action,Capcom,0.01,0.0,0.01,0.0,0.03,82.0,4.0,6.6,8.0,Blue Castle Games,M
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,
Steins;Gate 0,PS3,2015,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,,,,
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,,,8.8,4.0,"Activision, Behaviour Interactive",E
Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.03,,,tbd,,Wicked Witch Software,
MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0.0,0.0,0.0,0.03,45.0,4.0,tbd,,Rainbow Studios,
AMNESIA World,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.03,68.0,12.0,7.4,55.0,Spiders,M
Resident Evil 5 HD,PS4,2016,Action,Capcom,0.02,0.0,0.0,0.01,0.03,,,,,,
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.01,0.01,0.0,0.01,0.03,,,8.3,8.0,Acquire,T
Teddy Together,3DS,2016,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.03,,,tbd,,Arika,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
The Legend of Korra (3DS),3DS,2014,Strategy,Activision,0.02,0.0,0.0,0.0,0.03,,,,,,
Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03,59.0,4.0,6.6,19.0,"Activision, Behaviour Interactive",E
